<http://www.worldkg.org/resource/2366519599>	<http://www.worldkg.org/schema/delivery>	delivery-yes
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/2703242518>	<RegionId>	4_2
<http://www.worldkg.org/resource/6169673876>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Convenience>
<http://www.worldkg.org/resource/6169673876>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242519>
<http://www.worldkg.org/resource/384178813>	<http://www.worldkg.org/schema/lanes>	lanes-3
<http://www.worldkg.org/resource/2409935351>	<http://www.worldkg.org/schema/addrPostcode>	addrPostcode-10011
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519596>
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264651587>
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594071>
<http://www.worldkg.org/resource/264651626>	<http://www.worldkg.org/schema/height>	height-10.8
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669364>
<http://www.worldkg.org/resource/384178813>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/2409935353>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2377128182>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2407891431>
<http://www.worldkg.org/resource/7680594076>	<RegionId>	4_2
<http://www.worldkg.org/resource/405049889>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Fr 06:30-21:00; Sa, Su 08:00-16:00
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6210240538>
<http://www.worldkg.org/resource/405049889>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/387790424>
<http://www.worldkg.org/resource/4850904721>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5620080125>
<http://www.worldkg.org/resource/6169678322>	<RegionId>	4_2
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/22914179>	<Line_roads-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/6139645147>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/2703169719>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242519>
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/597821266>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2409935351>
<http://www.worldkg.org/resource/264651587>	<Point_pofw-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/264651587>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/483704512>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/264669364>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/2407882461>
<http://www.worldkg.org/resource/2516877509>	<http://www.worldkg.org/schema/email>	email-info@txikitonyc.com
<http://www.worldkg.org/resource/5620080125>	<http://www.worldkg.org/schema/email>	email-downtownvetclinic@gmail.com
<http://www.worldkg.org/resource/4243416298>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2377128182>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/6053220685>	<http://www.worldkg.org/schema/website>	website-http://empire-diner.com
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/387790424>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/2408375729>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/264669366>	<Point_pofw-Adjacent-Point_pois>	<http://www.worldkg.org/resource/256082877>
<http://www.worldkg.org/resource/384178812>	<Line_roads-Intersect-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2409946228>
<http://www.worldkg.org/resource/264651587>	<Line_roads-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/2366519595>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519599>
<http://www.worldkg.org/resource/2409935353>	<http://www.worldkg.org/schema/cuisine>	cuisine-pizza
<http://www.worldkg.org/resource/264669362>	<Point_pofw-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264662215>
<http://www.worldkg.org/resource/6210240538>	<RegionId>	4_2
<http://www.worldkg.org/resource/264669366>	<RegionId>	4_2
<http://www.worldkg.org/resource/384178812>	<Line_roads-Intersect-Line_roads>	<http://www.worldkg.org/resource/384178813>
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2377128182>
<http://www.worldkg.org/resource/387790424>	<Polygon_landuse-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/384178812>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/264669364>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Polygon>
<http://www.worldkg.org/resource/6053220685>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/264651587>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/7680594071>
<http://www.worldkg.org/resource/4243416298>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/256082877>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/396444293>	<http://www.worldkg.org/schema/wikipedia>	wikipedia-en:Tenth Avenue (Manhattan)
<http://www.worldkg.org/resource/2409946234>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/483704512>	<http://www.worldkg.org/schema/sidewalk>	sidewalk-both
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2703242521>
<http://www.worldkg.org/resource/670519221>	<RegionId>	4_2
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Line_roads>	<http://www.worldkg.org/resource/670519221>
<http://www.worldkg.org/resource/3792532817>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Cafe>
<http://www.worldkg.org/resource/264651587>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/6171412797>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Fr 06:00-22:00; Sa 07:00-21:00; Su 09:00-20:00
<http://www.worldkg.org/resource/2409935351>	<http://www.worldkg.org/schema/phone>	phone-+1-212-366-4881;+1-212-366-4882
<http://www.worldkg.org/resource/384178812>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Line>
<http://www.worldkg.org/resource/3708656737>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/4243416298>
<http://www.worldkg.org/resource/384178812>	<http://www.worldkg.org/schema/maxspeed>	maxspeed-25 mph
<http://www.worldkg.org/resource/3874983057>	<RegionId>	4_2
<http://www.worldkg.org/resource/2409935353>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/2409946228>	<http://www.worldkg.org/schema/website>	website-www.jakessaloonnyc.com
<http://www.worldkg.org/resource/6169673876>	<RegionId>	4_2
<http://www.worldkg.org/resource/5265744362>	<RegionId>	4_2
<http://www.worldkg.org/resource/670519221>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Secondary>
<http://www.worldkg.org/resource/384178813>	<http://www.worldkg.org/schema/sourceOneway>	sourceOneway-Bing aerial imagery
<http://www.worldkg.org/resource/264669362>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/256082877>
<http://www.worldkg.org/resource/264662215>	<Point_pofw-Intersect-Point_pois>	<http://www.worldkg.org/resource/257671578>
<http://www.worldkg.org/resource/2366519595>	<RegionId>	4_2
<http://www.worldkg.org/resource/5400496979>	<http://www.w3.org/2000/01/rdf-schema#label>	Asuka Sushi
<http://www.worldkg.org/resource/2703169719>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/2366519594>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/4243416298>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2377128182>
<http://www.worldkg.org/resource/2407891431>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/7680594071>	<http://www.w3.org/2000/01/rdf-schema#label>	QQ Nails & Spa
<http://www.worldkg.org/resource/6169673876>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/5620080125>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Fr 08:00-19:00; Sa 09:00-14:00
<http://www.worldkg.org/resource/4850904721>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2407891431>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2408375729>
<http://www.worldkg.org/resource/4243416298>	<http://www.worldkg.org/schema/website>	website-https://chelseafloristnyc.com/
<http://www.worldkg.org/resource/2703242507>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6210240538>
<http://www.worldkg.org/resource/2516877509>	<http://www.worldkg.org/schema/website>	website-http://www.txikitonyc.com
<http://www.worldkg.org/resource/22914179>	<Line_roads-Adjacent-Line_roads>	<http://www.worldkg.org/resource/670519221>
<http://www.worldkg.org/resource/264662215>	<http://www.worldkg.org/schema/nycdoittBin>	nycdoittBin-1013461
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2516877509>
<http://www.worldkg.org/resource/2407882461>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Dentist>
<http://www.worldkg.org/resource/264662215>	<http://www.worldkg.org/schema/roofColour>	roofColour-darkgrey
<http://www.worldkg.org/resource/4243416298>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/384178812>	<Line_roads-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/2703242519>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5620080125>
<http://www.worldkg.org/resource/6053220685>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2516877509>
<http://www.worldkg.org/resource/6210240538>	<http://www.worldkg.org/schema/addrPostcode>	addrPostcode-10011
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242507>
<http://www.worldkg.org/resource/264651587>	<http://www.w3.org/2000/01/rdf-schema#label>	St. Paul's Church
<http://www.worldkg.org/resource/324852063>	<Line_roads-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/2703242519>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/5400496979>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/2408375729>	<http://www.worldkg.org/schema/cuisine>	cuisine-barbecue
<http://www.worldkg.org/resource/256082877>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/257671578>
<http://www.worldkg.org/resource/257671578>	<Line_roads-Adjacent-Point_pois>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/6169678322>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264669366>
<http://www.worldkg.org/resource/264669366>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2407891431>
<http://www.worldkg.org/resource/2409935353>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/2516877509>	<http://www.worldkg.org/schema/cuisine>	cuisine-basque
<http://www.worldkg.org/resource/264669366>	<Point_pofw-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264662215>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/6169678322>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/396444293>	<http://www.w3.org/2000/01/rdf-schema#label>	10th Avenue
<http://www.worldkg.org/resource/2516877509>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242521>
<http://www.worldkg.org/resource/324852063>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/LanduseResidential>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/264669366>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/2703242519>
<http://www.worldkg.org/resource/257671578>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669362>
<http://www.worldkg.org/resource/5759451736>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2409935353>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Restaurant>
<http://www.worldkg.org/resource/264662215>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6053220685>
<http://www.worldkg.org/resource/2703242507>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2516877509>
<http://www.worldkg.org/resource/384178812>	<RegionId>	4_2
<http://www.worldkg.org/resource/5620080125>	<http://www.worldkg.org/schema/website>	website-http://www.downtownveterinaryclinic.com
<http://www.worldkg.org/resource/324852063>	<http://www.worldkg.org/schema/ele>	ele-4
<http://www.worldkg.org/resource/3708656737>	<http://www.worldkg.org/schema/brand>	brand-Citi Bike
<http://www.worldkg.org/resource/2703242521>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169673876>
<http://www.worldkg.org/resource/6171412797>	<http://www.worldkg.org/schema/drinkEspresso>	drinkEspresso-yes
<http://www.worldkg.org/resource/2377128182>	<http://www.worldkg.org/schema/internetAccess>	internetAccess-wlan
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6139645147>
<http://www.worldkg.org/resource/670519221>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/7680594071>
<http://www.worldkg.org/resource/22914179>	<http://www.worldkg.org/schema/oneway>	oneway-yes
<http://www.worldkg.org/resource/2409935351>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/5759451736>	<RegionId>	4_2
<http://www.worldkg.org/resource/405049889>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6171412797>
<http://www.worldkg.org/resource/2409946234>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6139645147>
<http://www.worldkg.org/resource/387790424>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2516877509>
<http://www.worldkg.org/resource/6169673876>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/2408375729>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6139645147>
<http://www.worldkg.org/resource/483704512>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669362>
<http://www.worldkg.org/resource/405049889>	<http://www.worldkg.org/schema/fax>	fax-+1 212-255-3706
<http://www.worldkg.org/resource/3708656737>	<http://www.worldkg.org/schema/operatorWikipedia>	operatorWikipedia-en:Citi Bike
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/2409946234>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/3874983057>
<http://www.worldkg.org/resource/257671578>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2407882461>
<http://www.worldkg.org/resource/7680594076>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/3874983057>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Cafe>
<http://www.worldkg.org/resource/4850904721>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/257671578>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2377128182>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264651587>
<http://www.worldkg.org/resource/22914179>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/7680594071>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2377128182>
<http://www.worldkg.org/resource/7680594076>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/384178813>	<http://www.worldkg.org/schema/cyclewayLeft>	cyclewayLeft-track
<http://www.worldkg.org/resource/264651626>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Cinema>
<http://www.worldkg.org/resource/2409946234>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo,Su 00:00-02:00,12:00-24:00; Tu-Sa 00:00-04:00,12:00-24:00
<http://www.worldkg.org/resource/2366519599>	<RegionId>	4_2
<http://www.worldkg.org/resource/2407891431>	<RegionId>	4_2
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519595>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2377128182>
<http://www.worldkg.org/resource/4243416298>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/264669364>	<Polygon_buildings-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/2409946228>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409935353>
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/6210240538>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2516877509>
<http://www.worldkg.org/resource/2366519596>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Restaurant>
<http://www.worldkg.org/resource/2366519595>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6053220685>
<http://www.worldkg.org/resource/5759451736>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/PublicTransportPlatform>
<http://www.worldkg.org/resource/6210240538>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519596>
<http://www.worldkg.org/resource/264651587>	<http://www.worldkg.org/schema/religion>	religion-christian
<http://www.worldkg.org/resource/2703169719>	<http://www.worldkg.org/schema/phone>	phone-+1 212-620-5200
<http://www.worldkg.org/resource/6210240538>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242521>
<http://www.worldkg.org/resource/3792532817>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178813>
<http://www.worldkg.org/resource/3708656737>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/2703242521>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2703242507>
<http://www.worldkg.org/resource/396444293>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Primary>
<http://www.worldkg.org/resource/2703242519>	<http://www.w3.org/2000/01/rdf-schema#label>	Oxford Cleaners & Tailors 232 9th ave
<http://www.worldkg.org/resource/405049889>	<http://www.worldkg.org/schema/phone>	phone-+1 212-255-3705
<http://www.worldkg.org/resource/2703242507>	<RegionId>	4_2
<http://www.worldkg.org/resource/2409946228>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Pub>
<http://www.worldkg.org/resource/5759451736>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169673876>
<http://www.worldkg.org/resource/3874983057>	<http://www.worldkg.org/schema/wheelchair>	wheelchair-yes
<http://www.worldkg.org/resource/257671578>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/256082877>
<http://www.worldkg.org/resource/264669366>	<Point_transport-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/5759451736>
<http://www.worldkg.org/resource/2408375729>	<http://www.w3.org/2000/01/rdf-schema#label>	Dallas BBQ
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/6171412797>	<RegionId>	4_2
<http://www.worldkg.org/resource/6171412797>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2703242507>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/5759451736>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/BusStop>
<http://www.worldkg.org/resource/7680594071>	<RegionId>	4_2
<http://www.worldkg.org/resource/2703242518>	<http://www.worldkg.org/schema/driveThrough>	driveThrough-no
<http://www.worldkg.org/resource/116672333>	<http://www.worldkg.org/schema/hgv>	hgv-local
<http://www.worldkg.org/resource/2366519594>	<http://www.worldkg.org/schema/brandWikidata>	brandWikidata-Q1034654
<http://www.worldkg.org/resource/116672333>	<Line_roads-Intersect-Line_roads>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/264662215>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/PlaceOfWorship>
<http://www.worldkg.org/resource/2516877509>	<http://www.w3.org/2000/01/rdf-schema#label>	Txikito
<http://www.worldkg.org/resource/264669366>	<Point_pofw-Adjacent-Line_roads>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/6139645147>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/387790424>
<http://www.worldkg.org/resource/264669362>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/2703242507>
<http://www.worldkg.org/resource/264662215>	<Point_pofw-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669362>
<http://www.worldkg.org/resource/2407891431>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-273
<http://www.worldkg.org/resource/384178813>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6139645147>
<http://www.worldkg.org/resource/3708656737>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409946228>
<http://www.worldkg.org/resource/6210240538>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242519>
<http://www.worldkg.org/resource/6169673876>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5759451736>
<http://www.worldkg.org/resource/264669364>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/2703242518>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Th 09:00-20:00; Fr 09:00-19:00; Sa 09:00-17:00; Su 10:00-16:00
<http://www.worldkg.org/resource/670519221>	<http://www.worldkg.org/schema/wikipedia>	wikipedia-en:23rd Street (Manhattan)
